Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Merchant_Category,City,Payment_Method,Is_Fraud
T08708,C7539,2025-10-05,Payment,601.05,Electronics,Peshawar,Credit Card,0
T08709,C2374,2025-04-21,Withdrawal,68.99,Travel,Islamabad,Online Banking,0
T08710,C2909,2025-11-09,Deposit,161.93,Retail,Karachi,Online Banking,0
T08711,C8218,2025-03-30,Deposit,323.46,Food,Peshawar,Credit Card,0
T08712,C1080,2025-06-07,Deposit,144.27,Healthcare,Peshawar,Debit Card,0
T08713,C3083,2025-08-04,Transfer,648.1,Travel,Faisalabad,Online Banking,0
T08714,C2690,2025-10-28,Withdrawal,371.39,Utilities,Faisalabad,Online Banking,0
T08715,C1756,2025-02-05,Transfer,507.71,Food,Karachi,Online Banking,0
T08716,C3670,2025-03-28,Deposit,93.27,Electronics,Lahore,ATM,0
T08717,C4751,2025-04-28,Deposit,158.97,Retail,Peshawar,Credit Card,0
T08718,C9659,2025-11-24,Payment,366.72,Travel,Islamabad,Debit Card,0
T08719,C6261,2025-07-01,Payment,467.64,Retail,Faisalabad,Debit Card,0
T08720,C7852,2025-03-09,Deposit,577.78,Electronics,Peshawar,Credit Card,0
T08721,C2494,2025-12-25,Transfer,422.64,Healthcare,Lahore,Online Banking,0
T08722,C6740,2025-06-08,Transfer,262.43,Travel,Islamabad,Debit Card,0
T08723,C9055,2025-10-12,Deposit,4.9,Healthcare,Faisalabad,ATM,0
T08724,C1901,2025-06-13,Withdrawal,75.65,Healthcare,Lahore,ATM,0
T08725,C1672,2025-12-27,Transfer,27.61,Food,Lahore,Debit Card,0
T08726,C9630,2025-03-14,Deposit,33.63,Healthcare,Islamabad,ATM,0
T08727,C1444,2025-04-29,Payment,68.75,Food,Islamabad,Credit Card,0
T08728,C9655,2025-12-07,Deposit,15.54,Healthcare,Faisalabad,ATM,0
T08729,C3198,2025-07-14,Transfer,55.69,Utilities,Islamabad,ATM,0
T08730,C3287,2025-03-30,Deposit,629.21,Electronics,Peshawar,Debit Card,0
T08731,C5008,2025-12-11,Withdrawal,74.78,Travel,Islamabad,ATM,0
T08732,C1496,2025-03-17,Withdrawal,34.8,Retail,Lahore,Debit Card,0
T08733,C2463,2025-08-09,Transfer,253.38,Retail,Islamabad,Online Banking,0
T08734,C7828,2025-05-19,Deposit,352.64,Travel,Faisalabad,Online Banking,0
T08735,C5253,2025-08-29,Withdrawal,75.39,Electronics,Peshawar,ATM,0
T08736,C1493,2025-06-03,Withdrawal,65.28,Electronics,Islamabad,Online Banking,0
T08737,C6065,2025-02-22,Payment,55.35,Healthcare,Peshawar,Debit Card,0
T08738,C6430,2025-05-22,Transfer,99.93,Retail,Islamabad,Online Banking,0
T08739,C2426,2025-11-16,Payment,18.25,Travel,Peshawar,Credit Card,0
T08740,C2793,2025-01-31,Payment,221.21,Healthcare,Islamabad,Online Banking,0
T08741,C3723,2025-08-11,Withdrawal,345.45,Travel,Islamabad,Online Banking,0
T08742,C1658,2025-10-19,Deposit,217.94,Retail,Karachi,Debit Card,0
T08743,C5761,2025-09-23,Payment,109.36,Travel,Lahore,Online Banking,0
T08744,C8630,2025-10-09,Transfer,68.21,Travel,Faisalabad,ATM,0
T08745,C9741,2025-10-03,Transfer,105.34,Healthcare,Faisalabad,Credit Card,0
T08746,C9834,2025-02-13,Deposit,110.27,Food,Karachi,Online Banking,0
T08747,C5350,2025-03-03,Transfer,219.34,Food,Islamabad,Online Banking,0
T08748,C1207,2025-07-20,Payment,526.39,Utilities,Lahore,ATM,0
T08749,C5190,2025-12-01,Deposit,14.64,Healthcare,Peshawar,Credit Card,0
T08750,C2883,2025-01-09,Transfer,613.03,Utilities,Karachi,Credit Card,0
T08751,C3886,2025-03-12,Transfer,482.04,Electronics,Faisalabad,Online Banking,0
T08752,C1477,2025-03-31,Payment,25.05,Food,Faisalabad,Debit Card,0
T08753,C9953,2025-01-24,Payment,40.57,Food,Faisalabad,Credit Card,0
T08754,C9381,2025-05-20,Payment,74.68,Food,Islamabad,Credit Card,0
T08755,C7854,2025-11-12,Payment,164.04,Food,Peshawar,Debit Card,0
T08756,C1755,2025-12-06,Deposit,28.88,Electronics,Peshawar,Credit Card,0
T08757,C5931,2025-03-19,Deposit,44.71,Retail,Peshawar,Credit Card,0
T08758,C6724,2025-08-02,Deposit,465.94,Electronics,Islamabad,Debit Card,0
T08759,C5150,2025-01-16,Withdrawal,23.15,Retail,Faisalabad,Online Banking,0
T08760,C5060,2025-01-29,Payment,101.79,Utilities,Faisalabad,Debit Card,0
T08761,C5765,2025-10-18,Payment,287.94,Food,Islamabad,ATM,0
T08762,C4612,2025-02-12,Deposit,438.9,Healthcare,Lahore,ATM,0
T08763,C7553,2025-12-18,Transfer,81.91,Healthcare,Islamabad,Online Banking,0
T08764,C8378,2025-02-22,Transfer,35.93,Retail,Islamabad,ATM,0
T08765,C2689,2025-10-03,Payment,267.13,Electronics,Faisalabad,ATM,0
T08766,C2316,2025-08-20,Payment,296.17,Retail,Peshawar,Credit Card,0
T08767,C8130,2025-07-31,Deposit,782.74,Travel,Faisalabad,Credit Card,0
T08768,C4186,2025-01-08,Payment,30.06,Utilities,Lahore,Online Banking,0
T08769,C6789,2025-05-02,Transfer,247.18,Utilities,Karachi,ATM,0
T08770,C2145,2025-02-11,Transfer,108.01,Food,Karachi,ATM,0
T08771,C5394,2025-11-29,Payment,492.15,Food,Islamabad,Debit Card,0
T08772,C8942,2025-08-21,Deposit,104.79,Electronics,Karachi,Credit Card,0
T08773,C8548,2025-03-11,Deposit,118.1,Retail,Peshawar,Debit Card,0
T08774,C1560,2025-01-16,Transfer,27.12,Travel,Faisalabad,ATM,0
T08775,C2912,2025-03-10,Deposit,77.41,Utilities,Lahore,Online Banking,0
T08776,C2864,2025-02-22,Transfer,102.45,Retail,Lahore,ATM,0
T08777,C1296,2025-06-22,Payment,3.53,Travel,Lahore,Online Banking,0
T08778,C3409,2025-09-19,Transfer,115.1,Healthcare,Faisalabad,Online Banking,0
T08779,C8630,2025-10-16,Payment,81.99,Retail,Peshawar,Debit Card,0
T08780,C2461,2025-01-15,Deposit,325.76,Food,Lahore,ATM,0
T08781,C5292,2025-09-27,Withdrawal,22.66,Healthcare,Karachi,Debit Card,0
T08782,C3268,2025-06-16,Withdrawal,285.6,Healthcare,Peshawar,ATM,0
T08783,C1994,2025-03-04,Withdrawal,250.36,Utilities,Peshawar,Online Banking,0
T08784,C7554,2025-09-18,Transfer,55.36,Travel,Peshawar,Credit Card,0
T08785,C1007,2025-05-01,Withdrawal,17.39,Food,Lahore,ATM,0
T08786,C3515,2025-12-12,Transfer,368.82,Healthcare,Peshawar,Online Banking,0
T08787,C2417,2025-08-28,Deposit,57.38,Electronics,Lahore,Credit Card,0
T08788,C3316,2025-04-17,Payment,31.46,Electronics,Karachi,ATM,0
T08789,C8358,2025-06-29,Withdrawal,88.96,Food,Karachi,Credit Card,0
T08790,C4932,2025-01-16,Transfer,102.46,Travel,Karachi,ATM,0
T08791,C7204,2025-12-21,Deposit,78.93,Travel,Karachi,ATM,0
T08792,C2287,2025-11-05,Deposit,749.99,Utilities,Peshawar,Credit Card,0
T08793,C2118,2025-08-03,Withdrawal,425.43,Food,Peshawar,Debit Card,0
T08794,C9744,2025-03-18,Deposit,412.68,Electronics,Lahore,Credit Card,0
T08795,C8637,2025-08-13,Deposit,101.75,Food,Karachi,Credit Card,0
T08796,C1660,2025-04-03,Deposit,658.66,Retail,Islamabad,Online Banking,0
T08797,C9907,2025-06-30,Transfer,230.41,Travel,Karachi,Credit Card,0
T08798,C7922,2025-06-23,Deposit,356.75,Healthcare,Faisalabad,ATM,0
T08799,C9104,2025-12-20,Deposit,138.98,Retail,Islamabad,ATM,0
T08800,C7337,2025-12-20,Deposit,35.02,Electronics,Faisalabad,Credit Card,0
T08801,C3529,2025-08-07,Deposit,435.87,Travel,Islamabad,Online Banking,0
T08802,C4970,2025-05-23,Deposit,133.27,Electronics,Lahore,ATM,0
T08803,C4407,2025-11-11,Transfer,691.9,Electronics,Peshawar,Debit Card,0
T08804,C8416,2025-10-09,Deposit,58.84,Electronics,Lahore,Credit Card,0
T08805,C5760,2025-09-16,Deposit,975.37,Utilities,Islamabad,Debit Card,0
T08806,C2897,2025-12-22,Payment,50.31,Electronics,Karachi,Online Banking,0
T08807,C7364,2025-02-16,Deposit,91.83,Electronics,Lahore,Debit Card,0
T08808,C9464,2025-01-05,Deposit,180.29,Retail,Islamabad,Credit Card,0
T08809,C5087,2025-03-03,Transfer,236.39,Retail,Karachi,Debit Card,0
T08810,C5374,2025-03-25,Deposit,254.79,Retail,Peshawar,ATM,0
T08811,C8607,2025-05-13,Transfer,129.35,Travel,Islamabad,Debit Card,0
T08812,C5019,2025-12-02,Withdrawal,15.99,Utilities,Faisalabad,Online Banking,0
T08813,C1815,2025-03-04,Deposit,137.05,Travel,Faisalabad,Online Banking,0
T08814,C8255,2025-10-08,Payment,81.5,Utilities,Faisalabad,Online Banking,0
T08815,C1922,2025-02-13,Transfer,214.39,Utilities,Karachi,ATM,0
T08816,C5867,2025-06-02,Withdrawal,40.25,Food,Karachi,Online Banking,0
T08817,C2264,2025-09-27,Payment,100.15,Healthcare,Lahore,ATM,0
T08818,C4724,2025-12-08,Transfer,676.98,Food,Karachi,Online Banking,0
T08819,C3722,2025-06-20,Withdrawal,18.61,Food,Islamabad,Online Banking,0
T08820,C6355,2025-06-05,Payment,184.43,Utilities,Faisalabad,Online Banking,0
T08821,C3550,2025-10-02,Deposit,19.0,Utilities,Peshawar,ATM,0
T08822,C6319,2025-12-24,Payment,34.16,Travel,Faisalabad,Online Banking,0
T08823,C7686,2025-01-20,Payment,185.74,Utilities,Islamabad,ATM,0
T08824,C2673,2025-08-02,Payment,117.4,Electronics,Peshawar,ATM,0
T08825,C5587,2025-03-20,Transfer,159.04,Electronics,Lahore,ATM,0
T08826,C6353,2025-05-19,Deposit,423.84,Utilities,Karachi,Debit Card,0
T08827,C7857,2025-04-08,Deposit,339.92,Electronics,Islamabad,Online Banking,0
T08828,C2666,2025-06-01,Transfer,437.82,Utilities,Karachi,ATM,0
T08829,C5511,2025-07-17,Payment,191.56,Food,Lahore,Debit Card,0
T08830,C7172,2025-09-30,Deposit,134.53,Utilities,Peshawar,Credit Card,0
T08831,C2384,2025-06-05,Payment,122.94,Food,Islamabad,ATM,0
T08832,C5403,2025-02-19,Deposit,269.27,Retail,Peshawar,ATM,0
T08833,C4954,2025-08-16,Transfer,147.34,Electronics,Islamabad,Online Banking,0
T08834,C7305,2025-01-10,Withdrawal,22.36,Retail,Lahore,ATM,0
T08835,C9252,2025-05-29,Payment,30.62,Electronics,Lahore,Credit Card,0
T08836,C8238,2025-02-27,Deposit,88.35,Healthcare,Lahore,ATM,0
T08837,C7981,2025-06-11,Deposit,14.05,Healthcare,Karachi,ATM,0
T08838,C7026,2025-12-17,Deposit,54.69,Healthcare,Faisalabad,Online Banking,0
T08839,C7609,2025-04-17,Transfer,213.66,Retail,Peshawar,ATM,0
T08840,C9664,2025-10-16,Transfer,2.5,Healthcare,Islamabad,Credit Card,0
T08841,C1958,2025-07-05,Withdrawal,185.32,Utilities,Peshawar,Debit Card,0
T08842,C9724,2025-02-15,Transfer,296.0,Healthcare,Faisalabad,Online Banking,0
T08843,C1493,2025-05-09,Payment,37.3,Retail,Karachi,Debit Card,0
T08844,C8042,2025-11-14,Transfer,39.93,Electronics,Karachi,Credit Card,0
T08845,C1081,2025-03-28,Deposit,5.86,Travel,Faisalabad,ATM,0
T08846,C7999,2025-09-06,Payment,143.67,Electronics,Islamabad,Debit Card,0
T08847,C3970,2025-11-25,Transfer,212.6,Travel,Faisalabad,Online Banking,0
T08848,C1011,2025-09-14,Payment,122.1,Utilities,Karachi,Debit Card,0
T08849,C8824,2025-10-04,Payment,98.68,Electronics,Karachi,ATM,0
T08850,C1761,2025-10-05,Transfer,121.18,Retail,Peshawar,Debit Card,0
T08851,C4185,2025-01-04,Payment,304.22,Utilities,Islamabad,Credit Card,0
T08852,C1025,2025-03-06,Deposit,6.82,Electronics,Islamabad,ATM,0
T08853,C2806,2025-07-21,Deposit,306.33,Utilities,Karachi,ATM,0
T08854,C7651,2025-03-04,Transfer,219.53,Travel,Faisalabad,ATM,0
T08855,C6664,2025-05-23,Transfer,55.26,Utilities,Karachi,Credit Card,0
T08856,C6154,2025-09-01,Deposit,148.78,Retail,Peshawar,Online Banking,0
T08857,C6824,2025-10-19,Transfer,10.11,Electronics,Faisalabad,Credit Card,0
T08858,C4659,2025-10-12,Deposit,95.47,Travel,Karachi,ATM,0
T08859,C2525,2025-06-29,Payment,38.24,Utilities,Islamabad,ATM,0
T08860,C1760,2025-06-23,Transfer,4.51,Food,Peshawar,Debit Card,0
T08861,C1594,2025-11-21,Withdrawal,88.35,Travel,Karachi,Credit Card,0
T08862,C8192,2025-04-21,Deposit,259.01,Travel,Karachi,Online Banking,0
T08863,C2055,2025-06-24,Deposit,507.72,Retail,Lahore,ATM,0
T08864,C4083,2025-06-02,Payment,217.1,Retail,Faisalabad,Credit Card,0
T08865,C4675,2025-12-22,Withdrawal,102.82,Utilities,Lahore,ATM,0
T08866,C6957,2025-08-05,Withdrawal,1518.63,Food,Islamabad,Online Banking,1
T08867,C6255,2025-10-24,Withdrawal,66.52,Travel,Faisalabad,Online Banking,0
T08868,C5228,2025-08-28,Deposit,41.44,Utilities,Peshawar,Debit Card,0
T08869,C5181,2025-08-14,Deposit,124.61,Healthcare,Faisalabad,Debit Card,0
T08870,C2830,2025-07-05,Withdrawal,140.6,Food,Karachi,Debit Card,0
T08871,C4395,2025-02-17,Transfer,87.65,Utilities,Karachi,Online Banking,0
T08872,C2203,2025-07-27,Withdrawal,237.82,Travel,Karachi,Credit Card,0
T08873,C3810,2025-06-06,Payment,40.63,Utilities,Faisalabad,Credit Card,0
T08874,C4092,2025-08-13,Withdrawal,142.81,Retail,Karachi,Online Banking,0
T08875,C4044,2025-05-24,Withdrawal,138.68,Retail,Karachi,Online Banking,0
T08876,C7071,2025-04-21,Withdrawal,347.21,Electronics,Lahore,Credit Card,0
T08877,C8272,2025-11-14,Transfer,523.37,Food,Karachi,ATM,0
T08878,C5673,2025-12-29,Withdrawal,217.69,Healthcare,Lahore,Credit Card,0
T08879,C4514,2025-12-28,Withdrawal,72.88,Travel,Islamabad,Online Banking,0
T08880,C7192,2025-05-12,Deposit,233.99,Food,Faisalabad,Credit Card,0
T08881,C1144,2025-04-23,Withdrawal,57.9,Retail,Lahore,Credit Card,0
T08882,C8507,2025-11-20,Payment,679.51,Healthcare,Faisalabad,Online Banking,0
T08883,C5857,2025-03-30,Deposit,345.6,Travel,Faisalabad,ATM,0
T08884,C2377,2025-06-10,Transfer,112.84,Electronics,Peshawar,Online Banking,0
T08885,C4146,2025-11-30,Deposit,306.81,Retail,Lahore,Debit Card,0
T08886,C6024,2025-03-16,Transfer,105.07,Retail,Karachi,Debit Card,0
T08887,C1793,2025-10-08,Transfer,15.51,Healthcare,Peshawar,Credit Card,0
T08888,C6756,2025-01-07,Payment,245.36,Food,Lahore,Online Banking,0
T08889,C5414,2025-04-23,Withdrawal,103.71,Utilities,Lahore,ATM,0
T08890,C2110,2025-02-05,Payment,532.77,Food,Islamabad,Credit Card,0
T08891,C6672,2025-09-23,Deposit,73.22,Retail,Karachi,Online Banking,0
T08892,C5053,2025-04-23,Transfer,370.73,Food,Islamabad,Credit Card,0
T08893,C4937,2025-10-19,Deposit,228.16,Utilities,Faisalabad,Credit Card,0
T08894,C4963,2025-08-11,Transfer,383.91,Electronics,Karachi,Online Banking,0
T08895,C5942,2025-07-30,Deposit,69.03,Travel,Islamabad,ATM,0
T08896,C6897,2025-01-18,Transfer,123.74,Retail,Islamabad,ATM,0
T08897,C9974,2025-08-29,Payment,346.47,Food,Karachi,Debit Card,0
T08898,C2116,2025-05-14,Transfer,206.46,Retail,Lahore,ATM,0
T08899,C2750,2025-08-08,Withdrawal,89.23,Travel,Faisalabad,Debit Card,0
T08900,C5027,2025-04-12,Payment,143.49,Food,Peshawar,Online Banking,0
T08901,C6745,2025-05-20,Withdrawal,1109.26,Electronics,Peshawar,Credit Card,0
T08902,C6064,2025-06-18,Deposit,270.84,Travel,Peshawar,Credit Card,0
T08903,C6938,2025-07-10,Deposit,190.65,Utilities,Faisalabad,ATM,0
T08904,C4397,2025-01-25,Transfer,351.95,Utilities,Karachi,Credit Card,0
T08905,C9265,2025-02-02,Transfer,116.69,Retail,Karachi,Online Banking,0
T08906,C2359,2025-12-09,Deposit,599.4,Utilities,Karachi,ATM,0
T08907,C5853,2025-11-25,Payment,160.6,Food,Peshawar,ATM,0
T08908,C2941,2025-01-06,Withdrawal,79.16,Utilities,Lahore,Debit Card,0
T08909,C4148,2025-07-13,Deposit,17.99,Electronics,Islamabad,Online Banking,0
T08910,C8933,2025-08-18,Payment,94.22,Healthcare,Peshawar,Debit Card,0
T08911,C2285,2025-05-17,Withdrawal,168.16,Food,Faisalabad,ATM,0
T08912,C7474,2025-11-19,Transfer,242.97,Healthcare,Karachi,Debit Card,0
T08913,C1770,2025-08-04,Payment,416.08,Retail,Islamabad,Online Banking,0
T08914,C2843,2025-12-15,Payment,576.34,Retail,Karachi,Debit Card,0
T08915,C1073,2025-12-30,Deposit,21.62,Utilities,Karachi,ATM,0
T08916,C2660,2025-07-02,Withdrawal,183.71,Utilities,Karachi,Debit Card,0
T08917,C5349,2025-06-17,Deposit,219.68,Retail,Lahore,ATM,0
T08918,C8102,2025-10-09,Transfer,37.76,Food,Islamabad,ATM,0
T08919,C9000,2025-02-07,Transfer,157.76,Travel,Peshawar,Debit Card,0
T08920,C4818,2025-06-12,Withdrawal,81.54,Retail,Lahore,Credit Card,0
T08921,C1331,2025-05-22,Withdrawal,16.12,Electronics,Faisalabad,Online Banking,0
T08922,C2421,2025-09-05,Withdrawal,13.63,Food,Faisalabad,ATM,0
T08923,C8512,2025-04-13,Deposit,284.77,Travel,Peshawar,Credit Card,0
T08924,C7890,2025-07-18,Withdrawal,191.14,Travel,Islamabad,Online Banking,0
T08925,C5931,2025-07-19,Withdrawal,251.14,Food,Peshawar,Credit Card,0
T08926,C7025,2025-02-11,Deposit,231.21,Retail,Lahore,Debit Card,0
T08927,C5408,2025-05-27,Transfer,28.85,Travel,Islamabad,ATM,0
T08928,C6113,2025-03-07,Transfer,32.87,Electronics,Faisalabad,Credit Card,0
T08929,C9419,2025-07-12,Payment,58.2,Healthcare,Islamabad,Credit Card,0
T08930,C3881,2025-10-25,Transfer,101.87,Food,Islamabad,Online Banking,0
T08931,C3865,2025-02-07,Withdrawal,559.95,Utilities,Islamabad,Online Banking,0
T08932,C3575,2025-05-21,Transfer,224.11,Healthcare,Peshawar,ATM,0
T08933,C7185,2025-04-16,Deposit,58.92,Retail,Karachi,Credit Card,0
T08934,C9656,2025-06-01,Transfer,11.52,Food,Lahore,ATM,0
T08935,C6741,2025-12-18,Transfer,230.54,Electronics,Islamabad,Online Banking,0
T08936,C1277,2025-11-22,Payment,196.34,Healthcare,Islamabad,ATM,0
T08937,C1065,2025-02-07,Payment,225.26,Healthcare,Peshawar,Debit Card,0
T08938,C5262,2025-04-07,Withdrawal,60.54,Travel,Lahore,ATM,0
T08939,C6704,2025-04-18,Deposit,145.53,Retail,Lahore,Debit Card,0
T08940,C9594,2025-04-29,Withdrawal,89.79,Retail,Faisalabad,ATM,0
T08941,C8989,2025-05-31,Deposit,340.42,Food,Lahore,ATM,0
T08942,C7255,2025-03-15,Deposit,14.38,Food,Lahore,Debit Card,0
T08943,C8441,2025-02-26,Payment,64.44,Electronics,Islamabad,Online Banking,0
T08944,C5692,2025-12-01,Transfer,184.74,Utilities,Karachi,ATM,0
T08945,C5419,2025-09-09,Transfer,45.94,Food,Islamabad,Online Banking,0
T08946,C8960,2025-10-19,Payment,223.38,Healthcare,Peshawar,Credit Card,0
T08947,C7078,2025-11-09,Withdrawal,29.42,Food,Lahore,Online Banking,0
T08948,C2437,2025-09-12,Transfer,4.62,Food,Karachi,Credit Card,0
T08949,C9620,2025-09-11,Withdrawal,398.28,Electronics,Islamabad,Online Banking,0
T08950,C8032,2025-09-16,Transfer,81.13,Travel,Faisalabad,Online Banking,0
T08951,C6731,2025-09-27,Withdrawal,34.12,Utilities,Peshawar,Credit Card,0
T08952,C4378,2025-02-03,Deposit,37.92,Electronics,Peshawar,Debit Card,0
T08953,C9584,2025-11-22,Deposit,434.13,Food,Peshawar,Online Banking,0
T08954,C7347,2025-11-21,Transfer,212.51,Travel,Islamabad,Credit Card,0
T08955,C7401,2025-08-26,Withdrawal,626.29,Food,Karachi,Online Banking,0
T08956,C7629,2025-06-28,Withdrawal,321.93,Electronics,Karachi,Online Banking,0
T08957,C5541,2025-04-14,Deposit,291.81,Retail,Lahore,Online Banking,0
T08958,C8876,2025-01-29,Withdrawal,138.56,Food,Karachi,Online Banking,0
T08959,C9533,2025-08-15,Payment,343.86,Travel,Faisalabad,ATM,0
T08960,C9324,2025-08-20,Withdrawal,106.43,Utilities,Peshawar,Online Banking,0
T08961,C1264,2025-10-31,Deposit,350.89,Retail,Islamabad,Credit Card,0
T08962,C2434,2025-12-16,Payment,283.55,Food,Peshawar,Online Banking,0
T08963,C6327,2025-12-01,Payment,226.91,Food,Peshawar,Credit Card,0
T08964,C6097,2025-04-27,Withdrawal,80.01,Travel,Faisalabad,Credit Card,0
T08965,C2660,2025-07-26,Deposit,199.24,Retail,Peshawar,Debit Card,0
T08966,C6692,2025-07-04,Deposit,141.36,Retail,Peshawar,Credit Card,0
T08967,C3354,2025-05-18,Deposit,123.81,Retail,Faisalabad,Credit Card,0
T08968,C9457,2025-11-19,Payment,926.02,Food,Faisalabad,Debit Card,0
T08969,C7461,2025-06-13,Deposit,140.4,Retail,Karachi,Online Banking,0
T08970,C8044,2025-03-16,Payment,6.5,Food,Peshawar,ATM,0
T08971,C6497,2025-08-21,Payment,196.95,Food,Lahore,Debit Card,0
T08972,C5549,2025-10-11,Transfer,260.4,Healthcare,Lahore,ATM,0
T08973,C7334,2025-09-12,Withdrawal,432.88,Retail,Lahore,Online Banking,0
T08974,C7010,2025-01-09,Deposit,200.31,Electronics,Faisalabad,Online Banking,0
T08975,C5926,2025-07-22,Payment,3.93,Utilities,Peshawar,ATM,0
T08976,C7065,2025-11-01,Withdrawal,25.51,Utilities,Karachi,ATM,0
T08977,C3179,2025-04-01,Payment,35.17,Electronics,Peshawar,Credit Card,0
T08978,C5967,2025-11-28,Withdrawal,47.46,Retail,Lahore,Online Banking,0
T08979,C1634,2025-05-30,Payment,321.66,Food,Islamabad,Debit Card,0
T08980,C4631,2025-12-26,Deposit,74.14,Travel,Lahore,Debit Card,0
T08981,C5677,2025-06-25,Transfer,74.9,Electronics,Faisalabad,Online Banking,0
T08982,C3218,2025-02-02,Transfer,281.78,Utilities,Peshawar,ATM,0
T08983,C2389,2025-07-03,Transfer,106.35,Utilities,Faisalabad,ATM,0
T08984,C5276,2025-06-06,Payment,13.36,Food,Karachi,Debit Card,0
T08985,C2249,2025-02-22,Withdrawal,175.96,Utilities,Peshawar,ATM,0
T08986,C8640,2025-10-23,Deposit,27.87,Utilities,Peshawar,Debit Card,0
T08987,C6712,2025-07-21,Deposit,169.57,Food,Peshawar,Credit Card,0
T08988,C2245,2025-10-01,Payment,302.5,Retail,Islamabad,Credit Card,0
T08989,C9245,2025-06-24,Transfer,530.4,Healthcare,Peshawar,Credit Card,0
T08990,C1442,2025-09-01,Payment,13.88,Utilities,Islamabad,Online Banking,0
T08991,C7976,2025-09-26,Withdrawal,72.47,Healthcare,Peshawar,ATM,0
T08992,C5675,2025-03-15,Transfer,211.38,Healthcare,Lahore,Credit Card,0
T08993,C8953,2025-04-06,Payment,75.8,Retail,Karachi,Debit Card,0
T08994,C5377,2025-12-27,Withdrawal,119.94,Travel,Peshawar,Credit Card,0
T08995,C8058,2025-06-22,Transfer,4.06,Retail,Faisalabad,ATM,0
T08996,C1822,2025-06-04,Deposit,236.51,Food,Lahore,Debit Card,0
T08997,C3939,2025-07-02,Withdrawal,429.6,Food,Faisalabad,Credit Card,0
T08998,C8096,2025-11-19,Deposit,753.24,Food,Faisalabad,ATM,0
T08999,C6765,2025-10-16,Withdrawal,355.02,Utilities,Islamabad,Debit Card,0
T09000,C2031,2025-09-15,Transfer,6.46,Electronics,Karachi,Credit Card,0
T09001,C1562,2025-03-16,Payment,211.03,Utilities,Faisalabad,Credit Card,0
T09002,C1340,2025-06-23,Payment,136.9,Retail,Lahore,ATM,0
T09003,C5567,2025-11-26,Payment,555.79,Travel,Karachi,Credit Card,0
T09004,C8862,2025-08-19,Payment,464.84,Travel,Lahore,ATM,0
T09005,C3296,2025-09-04,Withdrawal,885.34,Travel,Faisalabad,Credit Card,0
T09006,C1234,2025-06-10,Payment,396.01,Healthcare,Karachi,Debit Card,0
T09007,C6202,2025-07-05,Payment,158.33,Travel,Peshawar,Credit Card,0
T09008,C2291,2025-05-23,Withdrawal,250.98,Healthcare,Faisalabad,Online Banking,0
T09009,C5727,2025-10-09,Withdrawal,668.65,Electronics,Faisalabad,Credit Card,0
T09010,C9720,2025-05-08,Transfer,172.61,Travel,Islamabad,ATM,0
T09011,C3939,2025-06-15,Withdrawal,366.49,Healthcare,Lahore,Credit Card,0
T09012,C6435,2025-01-27,Deposit,570.19,Utilities,Peshawar,Online Banking,0
T09013,C7981,2025-09-03,Transfer,169.04,Travel,Karachi,Debit Card,0
T09014,C6392,2025-05-15,Transfer,34.67,Food,Faisalabad,Online Banking,0
T09015,C8972,2025-07-21,Payment,33.82,Retail,Faisalabad,Debit Card,0
T09016,C2233,2025-01-21,Payment,24.51,Utilities,Peshawar,Online Banking,0
T09017,C3800,2025-03-20,Deposit,129.38,Electronics,Faisalabad,Online Banking,0
T09018,C3775,2025-06-07,Payment,130.84,Utilities,Lahore,Online Banking,0
T09019,C7044,2025-04-04,Withdrawal,192.14,Food,Karachi,Debit Card,0
T09020,C4487,2025-01-08,Withdrawal,131.89,Travel,Peshawar,Credit Card,0
T09021,C8383,2025-12-05,Payment,722.79,Travel,Peshawar,ATM,0
T09022,C4850,2025-09-16,Payment,68.87,Electronics,Islamabad,Credit Card,0
T09023,C5997,2025-02-24,Withdrawal,414.0,Retail,Karachi,Online Banking,0
T09024,C1890,2025-02-05,Transfer,21.15,Travel,Peshawar,Debit Card,0
T09025,C6920,2025-01-06,Deposit,184.22,Healthcare,Faisalabad,Debit Card,0
T09026,C2188,2025-02-11,Deposit,209.01,Electronics,Karachi,Credit Card,0
T09027,C6644,2025-02-19,Transfer,295.88,Travel,Lahore,Debit Card,0
T09028,C1740,2025-04-22,Deposit,139.84,Healthcare,Peshawar,Debit Card,0
T09029,C2369,2025-05-26,Payment,43.94,Utilities,Lahore,Online Banking,0
T09030,C3000,2025-08-18,Payment,92.09,Electronics,Peshawar,Debit Card,0
T09031,C2471,2025-07-30,Payment,63.54,Electronics,Faisalabad,Debit Card,0
T09032,C2536,2025-11-02,Deposit,108.64,Electronics,Islamabad,Online Banking,0
T09033,C1318,2025-01-30,Transfer,150.99,Travel,Faisalabad,Credit Card,0
T09034,C6153,2025-10-22,Payment,196.2,Electronics,Lahore,ATM,0
T09035,C2894,2025-04-26,Transfer,373.02,Utilities,Karachi,ATM,0
T09036,C8991,2025-08-14,Withdrawal,481.61,Retail,Lahore,ATM,0
T09037,C9592,2025-02-28,Withdrawal,124.2,Retail,Islamabad,Credit Card,0
T09038,C6935,2025-03-17,Withdrawal,18.57,Food,Peshawar,Debit Card,0
T09039,C1723,2025-08-04,Deposit,318.97,Utilities,Peshawar,Online Banking,0
